User description of file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Days in month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,28,31,30,31,30,31,31,30,31,30,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Min T,Min approach,max approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.44444,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plant Characteristics,,,Added heat load MMBtu,,,,,,,,,,,,Dry bulb air temperature Ta (oC),,,,,,,,,,,,Wet bulb air temperature Twb (oC),,,,,,,,,,,,Natural water temperature  T (oC),,,,,,,,,,,,Wind speed,,,,,,,,,,,,DC,,
Plant_ID,Elevation,Pond_Area,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Tdb,Twb,nwT
55221,250,0,90712,0,0,0,40913,283170,316499,496151,115237,0,86110,85428,5.08,4.44,11.91,18.85,23.5,29.22,29.61,30.09,25.1,18.52,11.94,5.26,4.44,4.44,8.1,13.98,19.25,23.78,24.29,24.19,19.6,12.72,8.79,4.44,4.78,5.55,11.37,18.58,23.32,27.79,29.12,30.14,26.02,20.07,13.96,8.77,7.18,6.27,8.03,7.67,6.17,5.43,6.06,5.5,5.59,5.16,6.82,6.98,90.88134577,79.51326485,30.49
55223,470,0,342766,351516,384562,94204,342532,438963,438915,338740,466473,152171,26769,187230,7.23,6.09,13.52,19.79,25.42,30.5,30.44,31.33,26.55,20.11,14.54,9.62,4.44,4.44,9.04,14.85,19.47,23.69,24.1,23.36,21.03,13.91,10.21,5.6,10.68,8.14,12.52,19.72,24.65,29.7,30.03,31.53,27.42,22.3,16.81,12.92,8.17,8.42,10.58,9.95,8.5,8.66,7.36,6.67,7.01,6.76,9.9,9.96,91.38635095,78,30.49
55225,720,0,394153,466765,294588,427924,398210,945336,1044051,1094738,680867,276212,181399,448998,4.44,4.44,10.06,17.22,21.08,27.61,28.55,29.48,23.66,16.57,10.99,4.44,4.44,4.44,6.45,13.06,17.52,23.44,24.44,23.01,19.69,12.21,7.37,4.44,4.39,4.96,9.53,16.85,20.4,24.94,27.81,29.25,25.04,18.16,11.4,5.71,6.62,5.66,8.53,8.46,6.14,6.7,5.84,5.77,6.15,4.84,7.92,6.59,90.39844587,77.84895708,30.49
55226,332,0,715757,899770,431497,1120021,968994,1129431,1234959,1202228,1004206,694952,566430,695356,7.17,6.25,13.27,19.76,25.54,29.91,30.07,31.12,26.47,19.84,14.38,9.58,4.44,4.44,9.07,14.91,19.64,23.91,24.31,23.61,21.15,13.87,10.57,5.92,9.57,7.87,12.73,19.86,25.02,29.59,30.13,31.75,27.62,22.67,17.49,13.01,8.15,8.19,10.13,9.62,8.5,8.27,7.55,6.97,6.79,7.15,10.02,10.29,91.18816032,78.40591984,30.49
55230,1090,0,665332,602676,174294,570184,567562,766010,785613,832070,733090,219019,558605,551403,6.3,5.24,12.88,18.74,23.98,29.62,29.41,31.39,24.72,19.64,14.01,9.03,4.44,4.44,8.4,14.26,18.74,23.04,23.67,23.02,21.08,13.68,9.41,4.72,8.22,7.09,12.89,19.7,23.7,29.2,29.08,30.65,26.45,20.36,14.5,9.4,8.23,8.35,10.77,10.67,8.37,9.35,7.67,6.91,7.45,6.43,9.92,9.16,91.26362117,78,30.49
55231,20,0,633571,648682,576577,281570,609271,578777,726361,708165,668017,603212,694985,493618,4.44,4.44,8.94,14.38,19.35,25.24,27.22,25.64,22.26,14.63,8.64,4.44,4.44,4.44,5.49,9.7,14.68,19.61,21.39,20.26,17.08,10.83,5.25,4.44,4.27,3.24,8.2,14.66,18.49,25.91,28.75,27.72,23.9,17.1,11.48,4.91,10.44,11.21,10.12,8.34,8.5,8.18,7.24,7.02,8.44,8.97,8.18,11.62,85.86122649,76.86122649,30.49
55239,34,0,549436,406717,401093,900041,635562,980157,1130572,1138290,1082612,1163838,1041573,673776,4.44,4.44,8.68,13.9,18.54,23.91,27,24.76,21.59,13.91,7.88,4.44,4.44,4.44,4.84,8.78,13.75,18.49,20.92,19.78,16.81,10.49,4.94,4.44,2,2.19,7.25,13.46,17.74,23.47,25.75,23.86,21.02,14.19,8.63,3.62,8.58,9.21,8.86,7.22,7.07,6.72,6.2,5.83,7.02,7.33,7.06,9.6,86.27309604,76.589516,30.49
55241,4,0,94375,5811,87390,38881,1075,188423,141675,252779,103591,124761,170688,183108,7.61,7.81,12.6,19.12,24.78,27.95,29.15,28.88,26.45,20.16,15.86,8.13,4.93,5.13,9.45,15.58,21.47,24.29,24.9,24.96,22.12,15.98,13.42,5.53,9.15,10.05,13.36,20.91,24.9,29.81,30.97,31.54,30,23.54,19.11,13.47,7.72,7.36,7.44,7.35,6.79,5.21,5.53,5.59,5.05,6.21,6.56,7.68,88,79.31502146,30.49
55245,690,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,4.44,6.54,14.77,18.23,23.75,25.32,24.85,19.75,13.63,6.35,4.44,4.44,4.44,4.44,10.77,14.77,21.02,22.15,21.29,15.77,9.19,4.44,4.44,2.24,2.76,8.7,16.32,19.57,25.53,27.68,27.81,23.04,17.69,10.95,3.08,10.33,9.64,9.92,10.82,9.59,7.15,6.25,5.97,8.07,9.07,10.61,10.59,87.18311438,78,30.49
55259,591,0,387868,325216,337402,204647,312042,489305,442103,250243,267872,356912,365321,336068,4.44,4.44,5.64,12.85,16.77,21.87,25.19,25.5,18.57,13.31,5.62,4.44,4.44,4.44,4.44,8.6,12.87,18.26,20.67,20.2,14.43,9.13,4.44,4.44,0.51,0,0,3.99,12.4,18.23,21.42,22.73,20.75,17.2,12,4.83,9.94,8.27,9,10.34,8.79,7.82,7.23,6.63,8.66,8.58,9.43,9.41,85.23026967,76,30.49
55269,300,0,880077,610093,651606,1017732,854651,797349,920436,892692,562387,441413,727509,893712,4.44,4.44,11.35,18.78,23.32,29.16,29.27,30.12,24.69,18.7,11.97,4.44,4.44,4.44,7.85,13.78,19.23,23.74,24.15,24.19,19.04,12.27,8.68,4.44,4.32,5.51,11.37,17.52,21.87,25.29,27.12,27.41,23.53,20.82,14.45,8.55,8.1,6.54,8.43,8.95,7.61,7.26,6.58,6.79,6.82,5.69,7.26,8.66,90.81233262,79.81233262,30.49
55270,970,0,187372,112056,44275,53014,56021,304230,356913,359057,111683,3945,96309,439502,4.44,4.44,4.44,11.6,15.95,20.61,23.44,22.47,16.85,11.88,4.77,4.44,4.44,4.44,4.44,7.7,12.74,17.57,19.9,19.17,13.48,7.99,4.44,4.44,3.51,1.63,4.73,12.01,16.64,21.82,24.5,23.97,19.27,13.84,8.78,2.37,8.23,6.9,6.57,8.59,6.76,6.2,4.88,4.65,6.85,7.06,7.47,8.15,84.08577178,75.90280265,30.49
55271,500,0,19011,0,0,0,43360,580470,659933,725306,47769,0,0,17867,4.98,4.82,10.6,18.06,23.05,27.4,28.65,28.77,25.32,18.1,12.88,4.47,4.44,4.44,7.46,13.31,19.19,22.99,23.57,23.9,19.46,13.05,9.67,4.44,6.98,7.86,11.06,18.79,23.21,28.24,30.38,31.14,28.22,22.84,18.03,10.85,6.23,6.17,6.22,4.65,4.74,3.11,4.15,3.5,3.13,4.37,4.76,6.26,89.42663037,79,30.49
55282,880,0,0,0,11157,47799,41605,509811,667981,696812,640858,51272,0,0,13.68,13.94,16.47,20.18,24.4,31.49,35,33.43,31.83,24.33,16.13,14.42,7.33,8.71,9.17,10.1,11.54,15.69,21.2,21.16,17.67,15.12,7.71,8.07,4.83,6.98,9.41,13.57,17.53,24.2,24.62,23.96,20.89,12.63,6.54,3.85,4.98,5.06,6.24,7.27,7.03,6.61,7.67,6.65,5.16,5.42,5.39,4.34,96.83909996,75.97271379,30.49
55292,585,0,1027863,630586,495508,564,573560,949283,1013061,1015292,836168,630297,764718,1034067,5.58,4.44,10.17,18.14,22.84,27.61,28.69,29.14,24.61,17.31,11.82,4.44,4.44,4.44,7.1,12.84,18.72,23.4,23.85,23.64,18.71,12.09,8.95,4.44,6.32,6.97,11.02,18.58,21.56,26.31,28.73,29.26,25.72,22.33,18.13,9.67,6.91,6.81,7.26,6.49,6.18,4.06,4.07,4.1,3.86,4.92,6.07,7.6,87.25696485,77.25696485,30.49
55293,618,0,840475,609387,603024,874053,898237,837656,905744,927882,989430,901045,911362,977546,5.34,4.44,10.17,18.13,22.82,27.58,28.68,29.12,24.6,17.32,11.82,4.44,4.44,4.44,7.09,12.84,18.72,23.38,23.83,23.64,18.68,12.07,8.94,4.44,6.27,6.93,10.99,18.54,21.54,26.29,28.69,29.21,25.65,22.31,18.1,9.68,6.86,6.78,7.21,6.45,6.1,4.02,4.04,4.05,3.84,4.88,6.01,7.55,87.29884854,77.29884854,30.49
55294,95,0,501248,422867,218019,331827,549477,565329,646679,630893,539306,551354,365881,501093,4.44,4.44,4.44,9.55,15.24,18.43,23.06,20.78,17.1,9.08,4.44,4.44,4.44,4.44,4.44,5.83,10.49,14.98,18.68,16.81,14.02,6.52,4.44,4.44,2.03,2.07,4.34,9.15,17.32,21.7,25.77,25.08,22.32,14.28,13.42,10.07,7.55,9.1,9.15,6.93,6.95,5.35,6.3,5.9,6.28,7.14,7.15,8.71,80.18850122,72.09978125,30.49
55295,336,0,146237,38383,0,56692,0,87122,220600,627603,343964,626411,334850,367043,13.3,15.14,16.98,20.16,24.72,31.38,35.7,34.31,31.42,23.77,16.37,13.72,7.38,9.7,9.26,10.61,12.55,16.4,20.7,19.76,16.44,14.62,7.9,8.12,6.21,7.82,10.04,13.81,17.46,24.35,24.96,23.25,20.43,12.57,6.76,4.03,5.5,6.08,7.21,8.94,8.22,8.82,9.9,7.85,5.4,6.28,7.37,5.31,96.21352474,77.95960684,30.49
55297,595,0,310033,5538,39131,0,42213,691967,1386483,1381926,220633,779053,210298,561116,4.44,4.44,4.45,11.8,16.01,20.3,23.56,23.34,17.32,11.67,5.23,4.44,4.44,4.44,4.44,7.82,12.7,17.63,20.48,19.94,14.09,8.74,4.44,4.44,1.51,0,0,2.84,9.61,17.79,22.44,25.1,21.75,17.12,13.3,6.06,8.82,6.63,6.01,8.71,6.87,6.17,5.5,5.06,7.23,7.02,8.7,8.36,84.72742758,75.69760562,30.49
55298,10,0,803719,1000727,1026238,965402,543146,1063763,1397040,1315486,1059225,672117,1374156,914326,4.44,4.44,8.58,13.53,18.12,24.04,26.24,24.47,21.57,13.32,7.59,4.44,4.44,4.44,5.14,9.3,14.29,19.17,20.98,19.66,16.58,10.44,4.75,4.44,2.28,2.49,6.45,13.67,18.87,25.46,28.39,26.5,22.57,14.68,8.84,3.7,8.87,9.55,8.86,7.18,7.24,6.72,6.21,6.05,7.35,7.28,7.04,9.78,85.72746177,76.72746177,30.49
55299,24,0,111835,60623,2426,43975,26020,145895,96365,149493,154768,1816,109997,7489,12.1,9.69,15.3,20.86,26.35,29.02,28.87,29.83,27.43,22.68,16.75,13.57,7.56,6.97,11.6,16.95,21.58,24.76,25.04,25.08,23.39,17.17,13.99,10.52,11.1,10.84,15.21,21.48,26.68,29.95,30.1,31.82,29.15,24.36,18.67,14.13,7.53,8.35,7.51,8.72,7.72,6.42,5.04,4.34,5.29,5.29,7.54,7.81,88.4448035,79.72031026,30.49
55302,4808,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,4.44,4.63,7.75,10.31,18.51,24.36,22.96,18.79,12.33,4.44,4.44,4.44,4.44,4.44,4.44,5.56,11.54,13.66,13,9.02,6.85,4.44,4.44,2.81,3.31,4.48,6.56,10,14.54,17.81,17.31,14.16,10.48,5.01,2.86,4.57,4.44,7.06,8.34,7.05,7.27,6.91,8.28,6.74,6.04,6.95,5.14,83.37254624,64.27274923,30.49
55306,703,0,342283,399686,1171218,804902,575207,1122055,2031035,2097042,2000758,1935573,1060361,421882,13.68,13.99,16.56,20.24,24.46,31.56,35.04,33.48,31.89,24.38,16.18,14.46,7.36,8.74,9.21,10.14,11.59,15.72,21.22,21.18,17.71,15.15,7.75,8.1,4.78,6.92,9.32,13.68,17.73,24.34,24.6,23.93,20.81,12.83,6.56,3.86,5.19,4.96,6.14,6.96,6.88,6.09,7.44,6.59,5.18,5.33,5.27,4.46,96.81871287,75.97383617,30.49
55309,5,0,439595,377882,403151,322195,383741,386825,394365,208512,418748,374399,397189,404304,9.48,8.82,14.09,20.47,25.97,28.77,28.78,29.92,27.51,21.69,16.23,12.33,6.79,6.53,10.94,16.8,21.64,24.9,25.26,25.48,23.48,17.03,13.91,9.65,10.92,10.41,14.5,21.65,27.24,30.34,30.3,31.59,29.15,23.67,18.39,13.47,8.73,9.13,8.19,9.94,8.74,6.82,6.44,5.09,6.51,6.54,8.66,9.4,87.79313716,80.79313716,30.49
55320,1020,0,400893,287781,71492,743599,769263,412861,412915,465520,500046,360977,383290,377070,6.3,5.24,12.88,18.74,23.98,29.63,29.41,31.39,24.7,19.63,14.01,9.03,4.44,4.44,8.4,14.26,18.74,23.04,23.67,23.02,21.08,13.68,9.41,4.71,8.39,7.17,12.93,19.72,23.74,29.21,29.1,30.69,26.47,20.46,14.62,9.58,8.23,8.36,10.77,10.67,8.37,9.35,7.67,6.92,7.45,6.44,9.92,9.16,91.25772994,78,30.49
55327,20,0,1059295,866907,946524,999193,936073,1109596,1123228,1173586,840319,502992,988126,561589,11.44,9.74,15.22,20.82,26.33,29.08,28.9,29.92,27.44,22.65,16.76,13.4,7.56,6.98,11.56,16.93,21.6,24.77,25.08,25.1,23.34,17.14,13.99,10.43,10.9,10.31,14.43,21.19,26.97,30.16,30.48,32.3,29.34,23.98,18.48,14,7.11,7.95,7.15,8.28,7.25,5.92,4.83,4.24,5.04,5.16,7.13,7.46,88.18766863,79.70067734,30.49
55328,618,0,746640,666249,690332,583725,0,0,570899,866160,821374,614520,787495,722647,4.44,5.02,7.09,10.38,12.88,17.63,22.07,21.53,17.51,11.15,4.44,4.44,4.44,4.44,4.44,6.26,8.45,12.28,14.02,13.48,12.66,7.98,4.44,4.44,4.34,4.95,6.59,9.18,11.92,14.49,18.59,20.35,18.32,14.41,10.14,5.52,4.43,3.81,6.75,10.33,8.74,8.54,7.66,7.55,6.02,5.48,5.91,4.28,90.07921474,65.3990333,30.49
55333,21,0,926359,951723,1053892,650797,478308,425028,924088,847516,735739,993143,808188,749125,9.11,11.44,12.17,12.96,15.77,21.21,22.03,21.31,21.93,17.79,12.1,10.27,7.89,9.46,8.57,9.19,10.73,14.4,14.7,14.39,14.57,12.55,8.41,8.71,8.82,11.18,13.23,15.26,16.94,20.54,21.07,20.16,20.47,18.17,13.91,10.67,4.45,3.89,5.39,6.33,7.29,9.08,8.85,8.4,5.75,4.91,4.72,4.35,82.34919356,67.01961717,30.49
55334,615,0,140248,134739,47141,49269,159434,327794,397693,383297,124210,6152,6118,115072,4.44,4.44,6.66,14.91,18.26,23.92,25.31,24.9,19.76,13.79,6.44,4.44,4.44,4.44,4.46,11,14.98,21.12,22.26,21.36,15.9,9.32,4.44,4.44,2.19,2.63,7.96,16.42,19.42,25.76,27.78,28.81,23.68,17.22,10.36,2.22,10.1,9.45,9.71,10.43,9.13,6.97,6.07,5.86,7.79,8.72,10.31,10.31,87.70668469,78,30.49
55337,500,0,117071,30846,331994,641903,763529,779915,938109,707817,848553,897771,804802,1004323,4.44,4.44,8.31,13.03,18.19,23.34,25.56,23.99,20.22,12.88,6.81,4.44,4.44,4.44,4.9,9.19,14.45,19.12,20.5,19.55,15.87,9.73,4.44,4.44,4.05,3.44,7.98,12.93,16.73,22.26,27.06,25.68,22.03,13.57,8.83,3.86,9.02,9.98,8.53,6.66,6.05,5.84,4.75,4.46,5.87,6.25,6.16,10.74,84.7542053,75.7542053,30.49
55340,240,0,222048,69936,922,971,27146,226155,459965,489443,97428,93009,29138,181749,4.44,4.44,10.53,18.29,22.75,28.9,28.69,28.81,23.16,17.29,10.98,4.44,4.44,4.44,7.69,13.54,18.82,23.62,24.1,23.79,18.39,11.33,7.71,4.44,3.22,4.43,9.12,14.9,20.59,25.06,27.27,27.89,23.78,19.68,12.74,6.81,8.94,6.97,8.82,9.39,7.85,7.21,6.28,6.11,5.96,6.39,8.32,8.9,90.1084397,79.1084397,30.49
55343,4383,0,411393,394412,431769,296237,471594,454110,409281,434010,360743,281293,409610,409641,4.44,6.6,9.82,14.75,18.87,26.16,26.71,26.05,23.95,17.57,8.8,7.53,4.44,4.44,4.44,6.81,8.11,12.67,18.29,18.01,15.24,9.54,4.44,4.44,3.16,5.08,9.42,16.02,18.59,24.19,25.61,23.57,21.76,14.74,7.71,4.74,7.26,8.36,9.73,11,9.56,9.08,7.27,6.45,6.51,7.62,7.75,7.14,85,68.71465455,30.49
55357,68,0,367178,517273,334201,451475,554773,657931,681288,718459,567954,472881,463107,222172,10.48,9.3,14.89,20.61,26.06,28.6,28.67,29.46,27.06,22.07,16.65,13.1,7.35,6.77,11.42,16.81,21.5,24.58,24.87,24.98,23.17,17.06,13.83,10.3,11.52,11.38,15.22,21.45,26.43,29.57,29.5,31.31,28.63,24.28,18.72,14.36,7.7,8.41,7.81,8.96,8.15,6.85,5.33,4.67,5.42,5.46,7.83,8.02,88.19208586,79.68670889,30.49
55358,14,0,871481,863956,415962,424610,777057,771352,861251,1022879,234280,253700,231052,579808,9.6,8.52,14.15,20.66,26.08,29.01,28.93,29.87,27.48,21.53,15.86,11.61,6.42,6.17,10.67,16.63,21.52,24.87,25.14,25.42,22.96,16.5,13.44,8.87,10.17,9.83,14.73,21.43,26.5,30.09,30.24,31.34,29.22,23.93,18.87,13.44,8.15,8.35,7.62,9.05,7.83,6.02,5.95,4.98,6.07,6.24,8.04,8.97,87.61823751,80.24886814,30.49
55364,482,0,232558,243202,137135,92400,204485,349970,488666,486534,184850,335244,355789,547846,4.44,4.44,6.78,14.98,18.31,23.78,24.69,24.76,19.82,13.64,6.41,4.44,4.44,4.44,4.47,10.86,15.13,21.02,22,21.09,15.66,9.1,4.44,4.44,2.69,3.01,8.56,16.17,19.89,25.64,27.41,28.07,23.78,17.14,11.47,4.63,8.58,7.46,7.54,8.73,7.15,5.8,4.85,4.33,5.99,6.85,8.03,7.98,86.13081361,77.88206675,30.49
55369,456,0,110520,90558,66078,64413,64815,72875,69952,74952,87276,77049,57885,75872,22.72,22.33,21.72,22,23.61,24,24.33,24.11,24.17,23.78,22.89,22.72,18.28,17.56,18.17,18.5,19.83,20.11,20.39,20.61,20.33,20.33,19.89,19.56,68.03,67.86,66.9,68.03,68.93,71.78,68.03,72.71,72.96,73.1,72.87,71.75,8.07,9.01,11.19,11.28,9.99,10.82,10.41,10.81,9.5,9.39,8,6.93,82.27011334,76.13540013,30.49
55372,1129,0,0,11095,469957,775887,424,0,807086,1141126,241717,383743,96714,6537,13.67,13.92,16.43,20.15,24.37,31.46,34.98,33.41,31.81,24.31,16.11,14.4,7.32,8.69,9.15,10.09,11.53,15.68,21.19,21.15,17.66,15.11,7.7,8.06,4.89,7.05,9.46,13.55,17.4,24.17,24.66,23.99,21.09,12.64,6.53,3.84,5.01,5.12,6.3,7.39,7.11,6.76,7.83,6.73,5.17,5.47,5.53,4.4,96.79664883,76.07001951,30.49
55380,175,0,1421998,1134476,846470,855513,1570040,1628067,1777025,1947097,1243384,1122904,326432,1311189,4.87,5.05,12.05,18.92,24.16,29.03,28.78,29.79,25.78,18.39,12.36,6.83,4.44,4.44,8.63,14.46,19.92,24.14,24.51,24.46,19.94,12.73,9.66,4.44,5.83,6.03,11.48,19.44,24.2,29.12,29.82,30.45,26.55,20.64,15.31,8.94,5.54,5.11,6.21,6.01,5.04,4.12,4.13,4.29,4.2,4.16,5.06,6.13,90.27572532,79.29425188,30.49
55382,710,0,321098,212146,144805,163587,531102,1078614,1021457,1304956,818327,370345,58896,114349,4.44,4.44,9.58,17.28,22.26,27.03,28.31,27.69,24.49,16.93,11.16,4.44,4.44,4.44,6.58,12.47,18.27,22.59,22.84,23.4,18.45,11.74,7.89,4.44,6.06,6.68,10.4,16.51,19.64,24.68,26.71,27.17,24.57,18.33,13.28,7.22,5.06,5.1,4.89,3.54,3.81,2.57,2.87,2.92,2.85,3.68,3.26,5.13,87.62132807,76.81066404,30.49
55386,139,0,0,0,0,0,0,79075,93599,76548,0,0,0,0,5.66,6.05,12.27,19.28,24.32,28.67,28.71,28.01,26.11,19.16,13.33,4.61,4.44,4.44,8.1,13.48,19.31,23.07,23.52,24.01,20.37,13.85,9.35,4.44,7.95,8.06,12.12,20.21,23.82,28.46,29.99,29.96,27.9,21.73,16.16,10.14,4.9,5.31,5.19,4.76,4.31,4.02,4.17,3.28,3.23,3.29,3.27,4.44,88.86327284,78,30.49
55393,245,0,613555,582073,611362,364837,158062,318767,428989,500368,466584,365407,462401,482741,10.3,11.63,11.91,12.55,14.38,18.17,18.71,18.65,19.93,17.1,12.39,11.18,8.51,9.61,8.77,9.29,10.6,13.33,13.76,13.75,14.23,12.65,8.79,9.11,8.7,11.27,13.87,15.37,18.38,22.93,23.94,22.33,21.13,15.09,11.32,8.37,4.35,4.17,5.09,6.2,6.7,6.56,6.49,6.06,4.91,4.33,4.2,4.46,80.28212938,66.81746809,30.49
55397,850,0,170971,67990,42196,244622,345475,336046,408701,558972,228080,203675,553571,536667,4.44,4.44,6.16,13.35,17.77,22.37,24.13,23.78,18.66,12.37,5.69,4.44,4.44,4.44,4.44,8.75,14.6,19.15,20.43,19.6,14.66,8.57,4.44,4.44,1.97,1.88,7.62,14.36,18.57,23.8,27.55,28.91,25.27,19.5,11.99,3.84,6.42,6.04,4.68,5.83,4.9,4.59,3.37,2.84,4.57,4.91,4.45,6.05,84.47384101,75.2369205,30.49
55400,1330,0,692322,598788,740536,715841,574816,389302,693740,712655,633830,637925,665640,668825,10.72,11.89,13.12,13.96,16.96,20.82,23.28,22.42,21.44,18.55,12.46,11.55,8.34,9.64,9.25,10.07,11.34,14.52,15.96,15.17,14.96,13.84,8.98,9.45,7.9,10.38,11.09,13.44,18.44,24.32,24.58,21.75,19.65,12.53,7.84,5.05,6.5,6.29,7.54,8.38,9.67,9.21,7.42,7.3,6.48,6.68,7.05,6.93,88.01921898,68.34931998,30.49
55404,15,0,135614,111297,136691,81932,165601,193670,183235,239756,161046,134611,144110,161232,8.33,7.92,13.37,20.56,25.87,28.59,28.62,29.06,25.79,20.64,15.81,9.82,5.72,5.62,10.24,16.53,21.59,24.77,24.91,25.04,22.41,15.82,13.13,7.17,5.71,5.83,10.09,17.82,21.3,27.84,29.22,30.7,27.98,21.57,15.9,8.59,7.45,7.32,7.65,8.03,6.88,4.78,5.37,5.27,4.5,5.46,6.6,7.58,88.2368012,80.2368012,30.49
55406,75,0,351700,379361,282770,85235,395835,467577,455251,649071,444653,400683,279277,523219,7.34,8,13.09,19.41,24.39,28.69,28.78,28.88,26.08,20.61,14.66,6.48,4.44,4.83,9.33,14.92,20.43,23.85,24.22,24.88,21.84,15.99,11,4.44,8.48,8.9,12.7,19.07,22.72,26.05,28.69,27.74,27.31,22.31,17.23,10.59,7.44,8.26,7.7,7.49,7.32,5.63,6.52,5.69,5.34,5.76,5.63,7.46,88.7814418,79.47822704,30.49
55411,570,0,0,0,0,0,0,548335,812420,960095,864828,432993,89135,1024690,4.65,4.64,10.57,18.16,23.01,27.52,28.9,29.02,25.64,18.44,13.01,4.52,4.44,4.44,7.27,13.13,18.87,22.79,23.3,23.71,19.33,12.97,9.55,4.44,7.25,8.03,11.22,18.64,22.47,27.09,29.32,29.72,25.88,21.85,17.47,9.66,5.78,5.9,5.74,4.32,4.29,2.97,3.8,3.31,3.11,4.12,4.51,5.75,88.92639441,78.60676511,30.49
55412,147,0,383898,299943,254223,387596,521973,553076,495756,478001,371016,376026,433798,465979,13.62,12.66,16.32,22.15,26.59,28.91,29.02,28.9,27.9,23.96,20.19,11.41,9.3,9.21,12.26,17.56,22.1,24.07,24.47,24.9,23.49,18.85,16.13,7.66,14.56,15.23,17.4,22.28,26.9,29.07,28.36,28.36,27.26,23.13,19.55,12.84,7.78,7.96,8.18,7.74,6.92,5.78,5.9,5.85,6.32,5.16,6.37,7.48,87.64269557,79.32663653,30.49
55418,245,0,61937,129,182,0,116823,441198,425345,491519,287510,12219,59036,59233,9.21,4.44,11.38,18.35,23.1,28.81,29.19,30.03,24.99,18.2,11.78,5.47,4.44,4.44,7.78,13.75,18.98,23.68,24.04,23.96,19.51,12.48,8.73,4.44,5.43,5.72,11.41,18.97,23.82,28.92,29.65,30.62,26.2,19.83,14.08,8.59,6.02,5.3,6.75,6.6,5.41,4.73,5.06,4.64,4.71,4.41,5.9,6.03,90.73839579,79.34308806,30.49
55439,395,0,637058,932756,0,0,219505,809398,1101122,1040356,888525,1004238,610557,880116,4.44,4.44,10.5,16.18,20.67,26.64,27.76,26.2,23.06,15.57,9.24,4.44,4.44,4.44,6.47,11.23,16.62,21.14,21.49,21.73,17.66,11.87,6.13,4.44,10.79,9.1,9.58,15.77,20.38,27.01,28.65,27.49,24.13,17.16,10.64,3.57,6.14,6.19,5.77,5.31,5.48,4.69,4.38,3.5,4.82,5.37,4.19,5.91,87.37270976,77.37270976,30.49
55440,390,0,149326,0,0,480251,866933,708840,0,934722,99556,295130,318518,0,4.98,4.82,10.6,18.06,23.05,27.4,28.65,28.77,25.32,18.1,12.88,4.47,4.44,4.44,7.46,13.31,19.19,22.99,23.57,23.9,19.46,13.05,9.67,4.44,6.99,7.86,11.06,18.8,23.21,28.24,30.38,31.14,28.22,22.84,18.02,10.85,6.23,6.18,6.22,4.65,4.74,3.12,4.15,3.5,3.13,4.37,4.77,6.26,89.42716803,79,30.49
55451,520,0,540547,70145,0,28166,202404,476478,776356,1098906,87799,0,76881,434071,4.44,4.44,10.68,18.26,22.85,28.56,28.66,29.11,23.84,17.5,11.18,4.44,4.44,4.44,7.5,13.47,19.06,23.69,24.13,23.97,18.58,11.52,8.06,4.44,5.24,5.87,11.78,18.31,21.7,25.54,26.74,26.51,22.38,21.12,15.39,8.31,7.15,5.89,7.58,7.39,6.2,5.58,5.14,5.07,5.34,5.11,6.06,7.89,90.37383937,79.37383937,30.49
55455,885,0,357611,463991,566851,736011,868725,781679,999443,1051523,825160,644033,422668,699100,13.68,13.95,16.48,20.18,24.4,31.5,35,33.43,31.84,24.34,16.13,14.43,7.33,8.71,9.17,10.1,11.54,15.69,21.2,21.16,17.67,15.12,7.71,8.07,4.81,6.97,9.4,13.57,17.54,24.2,24.62,23.96,20.87,12.63,6.54,3.85,4.97,5.04,6.22,7.25,7.02,6.58,7.64,6.64,5.16,5.41,5.36,4.32,96.84951922,75.94991703,30.49
